# Version 1.00
#
# Ref Impedances: Z01: 50, Z02: 50
# 
freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S12,im:Trc2_S12,re:Trc3_S21,im:Trc3_S21,re:Trc4_S22,im:Trc4_S22,
8.408901401401402E+07,-1.587983476850240E-01,-1.402977443748100E-01,6.576790934811869E-01,-7.037466773122771E-01,6.574857377177922E-01,-7.054590038546700E-01,-1.593564688601394E-01,-1.396478208880595E-01,
9.009501501501502E+07,-1.769618487235588E-01,-1.378376110166618E-01,6.087451448456297E-01,-7.412704647621268E-01,6.209434016777536E-01,-7.344674412205037E-01,-1.773159875311129E-01,-1.371743338820225E-01,
9.610101601601602E+07,-1.934672709269143E-01,-1.417194547056280E-01,5.646946646888331E-01,-7.718076601184746E-01,5.751267959400669E-01,-7.649812699426127E-01,-1.935346674190027E-01,-1.322423287791423E-01,
1.021070170170170E+08,-2.106604257987108E-01,-1.384380230157926E-01,5.189742935635133E-01,-7.994658631959005E-01,5.291204821080486E-01,-7.926687831093131E-01,-2.093871218893494E-01,-1.258527270971501E-01,
1.081130180180180E+08,-2.271820442997394E-01,-1.282599009336284E-01,4.723101879742915E-01,-8.245389313487960E-01,4.836102964320802E-01,-8.190149335649350E-01,-2.247083070190770E-01,-1.182044827596567E-01,
1.141190190190190E+08,-2.400550776599103E-01,-1.145887544733086E-01,4.247977243120583E-01,-8.468400609646082E-01,4.371730232091885E-01,-8.423702517881927E-01,-2.391878197527691E-01,-1.096628964777243E-01,
1.201250200200200E+08,-2.486020292153464E-01,-9.924173643268588E-02,3.762283484286854E-01,-8.659845509189563E-01,3.900621991148053E-01,-8.632602073240061E-01,-2.526725175217759E-01,-1.006750036690786E-01,
1.261310210210210E+08,-2.590312870103869E-01,-8.552519204106870E-02,3.276600839564457E-01,-8.827962707125966E-01,3.397669371695496E-01,-8.819006515196556E-01,-2.650636491257941E-01,-8.757749597043096E-02,
1.321370220220220E+08,-2.707594501218386E-01,-6.657237981796733E-02,2.788495733059559E-01,-8.972757344470902E-01,2.867019257125306E-01,-9.036129170116042E-01,-2.755616094630544E-01,-7.438449300082760E-02,
1.381430230230230E+08,-2.792384326317999E-01,-5.061905031787093E-02,2.286796733537906E-01,-9.091292443573703E-01,2.339814655533687E-01,-9.186948605741803E-01,-2.843567345941618E-01,-6.156145978469866E-02,
1.441490240240240E+08,-2.848437461433868E-01,-3.941417216215622E-02,1.789641199003994E-01,-9.181202765055693E-01,1.826588872188751E-01,-9.259668446549476E-01,-2.908865977381095E-01,-4.840154619620629E-02,
1.501550250250250E+08,-2.887679847995163E-01,-3.372020595153082E-02,1.253541251340342E-01,-9.255233986465765E-01,1.439656741785537E-01,-9.245219774683847E-01,-2.953120329019464E-01,-3.543012561270519E-02,
1.561610260260260E+08,-2.810910502305182E-01,-1.776886445102794E-02,6.455610742102895E-02,-9.309521847261097E-01,9.595466446314310E-02,-9.187938966296181E-01,-3.020424045477498E-01,-2.236284771640916E-02,
1.621670270270270E+08,-2.791816819833404E-01,-6.360518750757115E-03,1.061174027493556E-02,-9.338052487100776E-01,4.635220813800089E-02,-9.152479846815872E-01,-3.057249339507352E-01,-5.812227973745747E-03,
1.681730280280280E+08,-2.859529113647242E-01,6.126771874392187E-03,-3.146603711796824E-02,-9.330809171686194E-01,-1.298029322288253E-02,-9.189649042618367E-01,-3.050807875213166E-01,1.200812852345762E-02,
1.741790290290290E+08,-2.971678565298979E-01,2.439096767080777E-02,-7.546353235618906E-02,-9.293599658118233E-01,-6.192595730021855E-02,-9.286441940265447E-01,-3.006545883522072E-01,2.888880613206446E-02,
1.801850300300300E+08,-2.969653551210403E-01,4.361973389441415E-02,-1.246260541016887E-01,-9.221169798868978E-01,-1.098020568833717E-01,-9.273618325903242E-01,-2.945592822977239E-01,4.514402653596070E-02,
1.861910310310310E+08,-2.930806517084071E-01,6.420129928027338E-02,-1.722073780968094E-01,-9.153913950022672E-01,-1.564032356750317E-01,-9.218814341047987E-01,-2.877563903573186E-01,6.092209741416447E-02,
1.921970320320320E+08,-2.841595639292384E-01,8.573003859225156E-02,-2.240167365756596E-01,-9.050670597269779E-01,-2.046261823483086E-01,-9.136597364998686E-01,-2.801366987703486E-01,7.574033612597433E-02,
1.982030330330330E+08,-2.712477770816051E-01,1.040455566559367E-01,-2.758780656617696E-01,-8.913347423186094E-01,-2.552019038459767E-01,-9.015756786337715E-01,-2.717379593373723E-01,8.977269750034433E-02,
2.042090340340340E+08,-2.607733163766709E-01,1.137549717073183E-01,-3.259529551693777E-01,-8.750970127728638E-01,-3.056921863081442E-01,-8.861516586412138E-01,-2.623142075466064E-01,1.029085213000285E-01,
2.102150350350350E+08,-2.527422738611198E-01,1.172129554379933E-01,-3.746735976539355E-01,-8.563278641471896E-01,-3.562205267456882E-01,-8.674251585314130E-01,-2.518949745089393E-01,1.147698927805960E-01,
2.162210360360360E+08,-2.382674192224196E-01,1.260995994129611E-01,-4.233100403876035E-01,-8.353768005730969E-01,-4.052738794859103E-01,-8.476293044457166E-01,-2.380676457002980E-01,1.256896671758241E-01,
2.222270370370370E+08,-2.234409661999444E-01,1.335008365387819E-01,-4.708993132525931E-01,-8.115155919391976E-01,-4.545634049808291E-01,-8.249356943159458E-01,-2.234740709009894E-01,1.354652674099767E-01,
2.282330380380380E+08,-2.088722281137685E-01,1.403337636382131E-01,-5.169869706568513E-01,-7.848751364613977E-01,-5.008796324922401E-01,-7.999500689714489E-01,-2.087696895427829E-01,1.426597121872502E-01,
2.342390390390390E+08,-1.933577171841575E-01,1.464027680020756E-01,-5.613384563388900E-01,-7.555364831084881E-01,-5.452817648620762E-01,-7.724393126727143E-01,-1.933042665961889E-01,1.470570287240070E-01,
2.402450400400400E+08,-1.755585223485286E-01,1.511178325440414E-01,-6.053594190310989E-01,-7.237373334127113E-01,-5.894919333103831E-01,-7.415238027729171E-01,-1.770321121274737E-01,1.491365404350717E-01,
2.462510410410410E+08,-1.583704320521671E-01,1.502611606621173E-01,-6.487772229899607E-01,-6.883851745996129E-01,-6.339269315047283E-01,-7.067141295243000E-01,-1.577699636145156E-01,1.506466558480112E-01,
2.522570420420420E+08,-1.417400895415444E-01,1.481689961336908E-01,-6.897155045824964E-01,-6.502008615775421E-01,-6.767407380801000E-01,-6.694786505719447E-01,-1.393711858773632E-01,1.497330347345284E-01,
2.582630430430430E+08,-1.248095098409965E-01,1.445678415836116E-01,-7.280789220600312E-01,-6.100618860123023E-01,-7.167708724162325E-01,-6.312445139779201E-01,-1.221137074803233E-01,1.459610718775822E-01,
2.642690440440440E+08,-1.065858944037648E-01,1.391657878424025E-01,-7.649319634045368E-01,-5.666334921214360E-01,-7.540132686573313E-01,-5.889295891903591E-01,-1.056654496135069E-01,1.389687659577444E-01,
2.702750450450451E+08,-8.757326897344962E-02,1.314290884514278E-01,-7.992979577873328E-01,-5.202233275329770E-01,-7.876138629844366E-01,-5.426998457286191E-01,-8.955302962938737E-02,1.284264427535375E-01,
2.762810460460461E+08,-7.359760427704666E-02,1.174282444967701E-01,-8.306715349850732E-01,-4.721733761961769E-01,-8.204552096722147E-01,-4.928262804772968E-01,-6.825998165283460E-02,1.154159903840512E-01,
2.822870470470471E+08,-6.206589472883455E-02,1.034230498514720E-01,-8.600188638054744E-01,-4.213809705418068E-01,-8.520916178676331E-01,-4.431019748544896E-01,-4.999136130504156E-02,1.038853700869374E-01,
2.882930480480481E+08,-4.977688335717893E-02,8.944996396607142E-02,-8.860757880567294E-01,-3.676934438683568E-01,-8.792407790629934E-01,-3.911329845537018E-01,-3.675450380481394E-02,9.125545919543579E-02,
2.942990490490491E+08,-3.636622184333298E-02,7.361468864962720E-02,-9.087471122332709E-01,-3.107971189099305E-01,-9.019395611736539E-01,-3.372240383920586E-01,-2.899692638082536E-02,7.450210946949033E-02,
3.003050500500501E+08,-2.319883303754213E-02,5.311859177340024E-02,-9.274203334480438E-01,-2.517818714200200E-01,-9.203806879385693E-01,-2.820626591255070E-01,-2.432662560356100E-02,5.163099507215551E-02,
3.063110510510511E+08,-1.948838263453675E-02,3.080131396895529E-02,-9.421680606603018E-01,-1.917623379772974E-01,-9.369914788182538E-01,-2.231125429878601E-01,-1.651975400749576E-02,3.004593182701374E-02,
3.123170520520521E+08,-1.749908717066153E-02,8.805345348454143E-03,-9.521834899185816E-01,-1.309024183039012E-01,-9.486206307175779E-01,-1.631933182236506E-01,-1.186878110320131E-02,7.514640770488359E-03,
3.183230530530531E+08,-1.699844297035757E-02,-1.335245804787027E-02,-9.575539754126320E-01,-6.929850448839943E-02,-9.556860930174951E-01,-1.027417722064121E-01,-1.089769494696465E-02,-1.556441327477044E-02,
3.243290540540541E+08,-1.801240021683862E-02,-3.650337077031128E-02,-9.582277595376502E-01,-7.078440693617073E-03,-9.581707469604622E-01,-4.258698814476165E-02,-1.361655131181425E-02,-3.868705850473331E-02,
3.303350550550551E+08,-2.294283886301805E-02,-6.191421803726918E-02,-9.542979073945742E-01,5.661451136198793E-02,-9.565275596177663E-01,1.781943669706848E-02,-2.012373693800694E-02,-6.236474185909551E-02,
3.363410560560561E+08,-3.385137107150795E-02,-8.311325559198898E-02,-9.453722326638422E-01,1.155434981654006E-01,-9.507202841345844E-01,8.022125416462988E-02,-2.744258179742436E-02,-8.574989479196835E-02,
3.423470570570571E+08,-4.558847872113281E-02,-1.038990048143145E-01,-9.328640965403318E-01,1.744140717588831E-01,-9.402012250131979E-01,1.401895817047934E-01,-3.908776476581851E-02,-1.082724118386617E-01,
3.483530580580581E+08,-5.950066991507863E-02,-1.251336764976780E-01,-9.161622335838251E-01,2.317565597236065E-01,-9.249840411225526E-01,1.989331983996229E-01,-5.487119528986489E-02,-1.297966509613677E-01,
3.543590590590591E+08,-7.729712287203407E-02,-1.468243911177715E-01,-8.948609982784048E-01,2.875210832040790E-01,-9.053522050288602E-01,2.558310618758425E-01,-7.403421215014674E-02,-1.502088717913729E-01,
3.603650600600601E+08,-9.955417758819195E-02,-1.670448288262021E-01,-8.699046426603978E-01,3.406465193229150E-01,-8.813367025672254E-01,3.114292783681393E-01,-9.635893693639466E-02,-1.693518353463215E-01,
3.663710610610611E+08,-1.224406088513375E-01,-1.826481825604256E-01,-8.422220103741664E-01,3.899630043473727E-01,-8.520030491659323E-01,3.686391147282551E-01,-1.188833000845153E-01,-1.854631659626731E-01,
3.723770620620621E+08,-1.482867056418179E-01,-1.961652379795432E-01,-8.112602438626618E-01,4.361738063876755E-01,-8.181575628051926E-01,4.230749739125419E-01,-1.444642034870223E-01,-1.992719769335906E-01,
3.783830630630631E+08,-1.778523013422834E-01,-2.058861560981455E-01,-7.737340181548122E-01,4.832307826426979E-01,-7.819681372075843E-01,4.712100156167469E-01,-1.718737576843564E-01,-2.113475800094125E-01,
3.843890640640641E+08,-2.088529664322727E-01,-2.119057794369813E-01,-7.358384864904114E-01,5.233595779754020E-01,-7.398060404345518E-01,5.191135805827555E-01,-2.013142536571379E-01,-2.207371402581386E-01,
3.903950650650651E+08,-2.409840959494003E-01,-2.142868469572855E-01,-6.965140809485612E-01,5.596867210762784E-01,-6.938281599909132E-01,5.634669581510716E-01,-2.317457281468332E-01,-2.279701206108870E-01,
3.964010660660661E+08,-2.784028776293719E-01,-2.159696530628641E-01,-6.552786683677403E-01,5.942573490098519E-01,-6.444962957286592E-01,6.016427966042071E-01,-2.596335382811473E-01,-2.293967264922571E-01,
4.024070670670671E+08,-3.127939691991898E-01,-2.114522123652467E-01,-6.123169143070543E-01,6.250315720471811E-01,-5.934527819785259E-01,6.366626464854930E-01,-2.902937045904116E-01,-2.268726957694647E-01,
4.084130680680681E+08,-3.442055818471202E-01,-2.020700916400564E-01,-5.678258945476848E-01,6.521547142120329E-01,-5.412089585873714E-01,6.676927043424936E-01,-3.228722357841959E-01,-2.221108718581152E-01,
4.144190690690691E+08,-3.725052032963822E-01,-1.896858628368799E-01,-5.229098834622647E-01,6.752134533231431E-01,-4.881817873177065E-01,6.949561364265950E-01,-3.556236064364628E-01,-2.162675391518012E-01,
4.204250700700701E+08,-3.989547013440293E-01,-1.750444104985689E-01,-4.782627407661124E-01,6.945217279940198E-01,-4.350116383766840E-01,7.180117960505280E-01,-3.863428563772198E-01,-2.098467608529453E-01,
4.264310710710711E+08,-4.273541643211166E-01,-1.580330559187422E-01,-4.357357674276180E-01,7.138339757896949E-01,-3.833904752190459E-01,7.344728861998634E-01,-4.143231164922187E-01,-1.969591665137401E-01,
4.324370720720721E+08,-4.547834239656783E-01,-1.383333160664919E-01,-3.898603970566047E-01,7.315324454663567E-01,-3.320943460445786E-01,7.469492499174406E-01,-4.438175718636574E-01,-1.781959850551442E-01,
4.384430730730731E+08,-4.805655000575891E-01,-1.157837199778905E-01,-3.405868150727263E-01,7.430979430633519E-01,-2.821102298382682E-01,7.552892522845838E-01,-4.716148915537984E-01,-1.556437553803462E-01,
4.444490740740741E+08,-5.039152774675776E-01,-9.030209784900485E-02,-2.932631840472458E-01,7.470278251790926E-01,-2.332791398006205E-01,7.602345550677763E-01,-4.958280702498489E-01,-1.338099272986198E-01,
4.504550750750751E+08,-5.247091315396744E-01,-6.263624777760884E-02,-2.522610010905479E-01,7.477139514376638E-01,-1.860637834382570E-01,7.624539787133418E-01,-5.177916637279357E-01,-1.153537695606100E-01,
4.564610760760761E+08,-5.439303248965299E-01,-3.348203192454619E-02,-2.074747224060565E-01,7.525980878301303E-01,-1.437934362753913E-01,7.609455305491312E-01,-5.389441480817795E-01,-8.887216166713868E-02,
4.624670770770771E+08,-5.597477088648666E-01,-3.821174199639107E-03,-1.632244418927446E-01,7.543985618614640E-01,-1.028069666676785E-01,7.578994597693238E-01,-5.586113941240711E-01,-5.963480218478527E-02,
4.684730780780781E+08,-5.727847440552446E-01,2.530669767087962E-02,-1.203226665899740E-01,7.535591966229755E-01,-6.290927682354455E-02,7.533830408314861E-01,-5.768015979729131E-01,-2.886759339455850E-02,
4.744790790790791E+08,-5.838146378649142E-01,5.409556647508768E-02,-8.433269813931092E-02,7.491333133665194E-01,-1.862609390030686E-02,7.471116290966840E-01,-5.929215630742563E-01,2.065257383633246E-03,
4.804850800800801E+08,-5.929635528231487E-01,8.335070692955918E-02,-4.436255639752917E-02,7.430052880365345E-01,2.054071610461894E-02,7.381669668721715E-01,-6.062037672878592E-01,3.369631277015244E-02,
4.864910810810811E+08,-5.983751298878760E-01,1.136340057095114E-01,-5.715493195299321E-03,7.370846886161428E-01,5.826918395971224E-02,7.293640897449251E-01,-6.152065907457174E-01,6.816573768936618E-02,
4.924970820820821E+08,-6.025930746356800E-01,1.436790797946089E-01,3.184033258875243E-02,7.287501118569203E-01,9.515430428989913E-02,7.182087638602589E-01,-6.218592377635340E-01,1.026494141096169E-01,
4.985030830830831E+08,-6.053319754197758E-01,1.748179452636336E-01,6.844259519492644E-02,7.177895986205424E-01,1.306907249771832E-01,7.048182261364166E-01,-6.259476127997867E-01,1.365997452704008E-01,
5.045090840840841E+08,-6.061014361104217E-01,2.067060142674456E-01,1.039270280229474E-01,7.046983829766840E-01,1.633218133328958E-01,6.897104704967135E-01,-6.273873064008229E-01,1.690910564822712E-01,
5.105150850850851E+08,-6.040698960206480E-01,2.392206958471212E-01,1.361766280370766E-01,6.903922191153312E-01,1.948612831939668E-01,6.735925951611483E-01,-6.258115838571119E-01,2.001035056553182E-01,
5.165210860860861E+08,-5.983820586693263E-01,2.694637671815988E-01,1.675664543582226E-01,6.769729108362548E-01,2.290804931193813E-01,6.560839431628402E-01,-6.186129923571615E-01,2.343329610388458E-01,
5.225270870870871E+08,-5.916880415878329E-01,3.005488094740255E-01,1.986703978711056E-01,6.619291835715654E-01,2.600970430022408E-01,6.366728977461384E-01,-6.108676187771563E-01,2.676781544487145E-01,
5.285330880880881E+08,-5.825662902294436E-01,3.326938013051730E-01,2.283137009171646E-01,6.452758343500933E-01,2.879530742764539E-01,6.164175134288716E-01,-6.028215830978463E-01,2.984574759870964E-01,
5.345390890890891E+08,-5.706616817651530E-01,3.646985154201623E-01,2.564090283085820E-01,6.279634287991508E-01,3.129646213215726E-01,5.968631619472247E-01,-5.944354002777742E-01,3.258347614302557E-01,
5.405450900900902E+08,-5.551824818958893E-01,3.955863221833009E-01,2.824463238175746E-01,6.109743144629848E-01,3.372803919966316E-01,5.786443860809662E-01,-5.843113617318562E-01,3.502405169302186E-01,
5.465510910910912E+08,-5.394024737807025E-01,4.197754228137274E-01,3.090087792667122E-01,5.956516936969840E-01,3.635859204817807E-01,5.597215577080991E-01,-5.661262279329478E-01,3.820362096203657E-01,
5.525570920920922E+08,-5.237496237854231E-01,4.442702596931254E-01,3.357897770975865E-01,5.785456787895980E-01,3.876023720522326E-01,5.386217447973454E-01,-5.474001426667443E-01,4.144600766078990E-01,
5.585630930930932E+08,-5.079811083870993E-01,4.682850207869337E-01,3.584962198656499E-01,5.614816390949240E-01,4.096709032870067E-01,5.168948055760721E-01,-5.280456100492005E-01,4.442834133815958E-01,
5.645690940940942E+08,-4.872835248036799E-01,4.941949027015729E-01,3.829964226014191E-01,5.403203032024995E-01,4.295106042759470E-01,4.981955818949666E-01,-5.074562797839657E-01,4.698499072714998E-01,
5.705750950950952E+08,-4.616703526913565E-01,5.179340404056657E-01,4.054638446719839E-01,5.177836804051399E-01,4.513582782044456E-01,4.809272510612191E-01,-4.852190832248967E-01,4.890232185317280E-01,
5.765810960960962E+08,-4.354581275730454E-01,5.398740057805721E-01,4.234721893680148E-01,5.012844460744363E-01,4.813484209624307E-01,4.511440395865415E-01,-4.675636703016687E-01,5.065502096139479E-01,
5.825870970970972E+08,-4.089175078512191E-01,5.601441217491711E-01,4.424717647928957E-01,4.859656660264047E-01,5.083813547584928E-01,4.193487590397691E-01,-4.499939119056560E-01,5.252075139020463E-01,
5.885930980980982E+08,-3.789467503276295E-01,5.803481554103890E-01,4.647199684036921E-01,4.670515519622297E-01,5.327357278893804E-01,3.869905433729914E-01,-4.308203296241999E-01,5.443774693169225E-01,
5.945990990990992E+08,-3.447113812494711E-01,5.995063534419576E-01,4.890630053028195E-01,4.428685044420174E-01,5.545820839727579E-01,3.552746807340289E-01,-4.091806858506533E-01,5.617937633388466E-01,
6.006051001001002E+08,-3.079280593755422E-01,6.158572436818019E-01,5.143685165450146E-01,4.122254981834165E-01,5.734119596177332E-01,3.272704932876391E-01,-3.840923773446764E-01,5.763657595463826E-01,
6.066111011011012E+08,-2.750775703015292E-01,6.285719278976409E-01,5.400526810792268E-01,3.758538981031961E-01,5.839212179522580E-01,3.139280164685035E-01,-3.491093756319582E-01,5.933071944248992E-01,
6.126171021021022E+08,-2.464235236435168E-01,6.376835352074354E-01,5.648735220184145E-01,3.402670926117883E-01,5.924896287134253E-01,3.051424113519650E-01,-3.129801926518367E-01,6.084263818729387E-01,
6.186231031031032E+08,-2.228745835232087E-01,6.423729200940210E-01,5.882641669290478E-01,3.080522925542997E-01,6.021411755835152E-01,2.955039043852797E-01,-2.718328818555613E-01,6.226001993606094E-01,
6.246291041041042E+08,-1.998109536792125E-01,6.437905717750718E-01,6.097976304981166E-01,2.811829740065520E-01,6.161889918572520E-01,2.763127817251834E-01,-2.237285807146451E-01,6.352155855694666E-01,
6.306351051051052E+08,-1.699444733669393E-01,6.440277976158255E-01,6.341761676025179E-01,2.458215176174060E-01,6.340131895328029E-01,2.480384433154262E-01,-1.673495636511020E-01,6.457108945459763E-01,
6.366411061061062E+08,-1.410112839437959E-01,6.439642370400984E-01,6.530673185469501E-01,2.115357947887316E-01,6.524945182121843E-01,2.065710309996535E-01,-1.215686060159396E-01,6.467218814653278E-01,
6.426471071071072E+08,-1.078942003476096E-01,6.427419713602351E-01,6.691727463897197E-01,1.787508123622266E-01,6.682739872096585E-01,1.702082665835601E-01,-8.784785388194669E-02,6.425085678612347E-01,
6.486531081081082E+08,-7.210774056838129E-02,6.380423954983322E-01,6.850130582760293E-01,1.430350962903439E-01,6.841219188407295E-01,1.371645664678485E-01,-5.904666242012468E-02,6.354707623522936E-01,
6.546591091091092E+08,-3.869621235468660E-02,6.284378108134328E-01,7.009886028603647E-01,1.059400799578206E-01,7.016390766286853E-01,1.034956010780386E-01,-3.091046026494931E-02,6.259801623183814E-01,
6.606651101101102E+08,-7.605829758130666E-03,6.139267136384430E-01,7.172790368097517E-01,6.401949250067955E-02,7.195617223888285E-01,6.585491614723726E-02,-3.108144549537916E-04,6.132918278499340E-01,
6.666711111111112E+08,2.110147427383437E-02,5.985988314132992E-01,7.304627899716234E-01,2.075593150650916E-02,7.322489596130760E-01,2.043741707915745E-02,3.629218720921509E-02,5.965994028538951E-01,
6.726771121121122E+08,5.016734035171968E-02,5.804449082366119E-01,7.407322527583515E-01,-2.533464721890945E-02,7.421450359886794E-01,-2.640078331849408E-02,6.945857309651673E-02,5.766440238327357E-01,
6.786831131131132E+08,7.847831846198856E-02,5.581493829230427E-01,7.492793696423834E-01,-7.200120490359257E-02,7.494817381217471E-01,-7.519319503494995E-02,9.769207289146804E-02,5.537573234158132E-01,
6.846891141141142E+08,1.051310798255603E-01,5.304104198887201E-01,7.556632072312454E-01,-1.214761613797743E-01,7.546924839711193E-01,-1.268151659843739E-01,1.222870236287705E-01,5.270070495571325E-01,
6.906951151151152E+08,1.274325016997250E-01,4.986333544427190E-01,7.595464544291177E-01,-1.743226740440499E-01,7.568542668234244E-01,-1.811367291089526E-01,1.443817691448187E-01,4.956702710293780E-01,
6.967011161161162E+08,1.449348812516499E-01,4.708500893163748E-01,7.581790686401347E-01,-2.281291205305042E-01,7.559765501613447E-01,-2.347116884420509E-01,1.661535880046084E-01,4.612503208755926E-01,
7.027071171171172E+08,1.607836452238945E-01,4.385950746750917E-01,7.526741248470051E-01,-2.837801191888587E-01,7.524982132174520E-01,-2.928574867317812E-01,1.826263210986594E-01,4.239971655828803E-01,
7.087131181181182E+08,1.724025779296147E-01,4.010357720575184E-01,7.427166744034555E-01,-3.410325555964715E-01,7.435692187905198E-01,-3.563626659297685E-01,1.930353317676273E-01,3.840653306875731E-01,
7.147191191191192E+08,1.778051937085910E-01,3.593726272315482E-01,7.272119420245944E-01,-4.010326506960676E-01,7.265694445163104E-01,-4.239226221462757E-01,1.967277313969928E-01,3.416167955750187E-01,
7.207251201201202E+08,1.762756414609160E-01,3.152358703050808E-01,7.043906258328126E-01,-4.631545133919545E-01,6.990383601829724E-01,-4.932188827335157E-01,1.930984016734560E-01,2.969887476990646E-01,
7.267311211211212E+08,1.709364644876148E-01,2.650474567322672E-01,6.743047793611298E-01,-5.226091743799479E-01,6.583150399437852E-01,-5.626825205200336E-01,1.824506239540258E-01,2.541444925418578E-01,
7.327371221221222E+08,1.549551663095414E-01,2.191709937375748E-01,6.386264836679475E-01,-5.785607041767580E-01,6.063315400351946E-01,-6.310121387175335E-01,1.631711360810306E-01,2.127537887920424E-01,
7.387431231231232E+08,1.311582949498995E-01,1.785664001472202E-01,5.944055909895912E-01,-6.339469965953982E-01,5.443772778443401E-01,-6.941777639255851E-01,1.353848700454258E-01,1.734194406343194E-01,
7.447491241241242E+08,1.008899704727129E-01,1.445628760612053E-01,5.430906534973088E-01,-6.856681108207873E-01,4.738522401472988E-01,-7.500542778070924E-01,9.961457563682889E-02,1.371817348665878E-01,
7.507551251251252E+08,6.436514917059571E-02,1.169162621751189E-01,4.794280150970372E-01,-7.361137172293672E-01,4.015467299436012E-01,-7.936761038160417E-01,5.723213529020388E-02,1.056206776380004E-01,
7.567611261261262E+08,1.900639494366932E-02,9.997264041491954E-02,4.001845543144494E-01,-7.843456067030649E-01,3.324894800712699E-01,-8.250019228683481E-01,1.247117798611845E-02,8.420107501521679E-02,
7.627671271271272E+08,-3.025088580334024E-02,8.981738863196577E-02,3.172566523213963E-01,-8.196269930906076E-01,2.554751557415189E-01,-8.490125919201416E-01,-3.802272138279218E-02,7.206349188395511E-02,
7.687731281281282E+08,-8.316106253984339E-02,8.818835477120299E-02,2.309551980638045E-01,-8.425078644401298E-01,1.732881704418527E-01,-8.635282548563967E-01,-9.227187514570115E-02,6.978487904771817E-02,
7.747791291291292E+08,-1.382900424466589E-01,9.796382617603484E-02,1.432062158217489E-01,-8.529153793356127E-01,8.930351766161940E-02,-8.663876875527962E-01,-1.476943128780586E-01,7.728906276321386E-02,
7.807851301301302E+08,-1.907922678197230E-01,1.200639049930082E-01,5.472678196846169E-02,-8.511480594533261E-01,6.035515093595142E-03,-8.577482381638467E-01,-2.008034529928801E-01,9.545057489944991E-02,
