# Version 1.00
#
# Ref Impedances: Z01: 50, Z02: 50
# 
freq[Hz],re:Trc1_S11,im:Trc1_S11,re:Trc2_S12,im:Trc2_S12,re:Trc3_S21,im:Trc3_S21,re:Trc4_S22,im:Trc4_S22,
3.600047000000000E+08,-9.813835070299701E-02,-1.660831209628051E-01,-8.714789164279581E-01,3.376710502524157E-01,-8.828405709159133E-01,3.086955643966822E-01,-9.543323914218063E-02,-1.683182404896545E-01,
3.900046750000000E+08,-2.380534720617388E-01,-2.145115072433101E-01,-6.984573220624384E-01,5.581391516420754E-01,-6.983884933600260E-01,5.596462532067172E-01,-2.302994801381143E-01,-2.274287513884661E-01,
4.200046500000000E+08,-3.967696216402190E-01,-1.764787719163866E-01,-4.785236903223501E-01,6.947890655103466E-01,-4.412833752963040E-01,7.153341068941951E-01,-3.847990481582170E-01,-2.100526791018584E-01,
4.500046250000000E+08,-5.230233753349617E-01,-6.433715762981208E-02,-2.522887123331852E-01,7.484029030502483E-01,-1.916319023659048E-01,7.621809012983285E-01,-5.163569714251350E-01,-1.167786407193168E-01,
4.800046000000000E+08,-5.920977602978688E-01,8.166872344371409E-02,-4.381174856004809E-02,7.434966328852320E-01,1.587707747308169E-02,7.389607868824373E-01,-6.053608457838906E-01,3.170247158468693E-02,
5.100045750000000E+08,-6.039334431486204E-01,2.378263832975350E-01,1.362197016925594E-01,6.908523624828323E-01,1.910839547981654E-01,6.752192027918046E-01,-6.261410472375657E-01,1.982399894783693E-01,
5.400045500000000E+08,-5.556321890884451E-01,3.944766503862536E-01,2.825726081265296E-01,6.109521256856931E-01,3.344686160306283E-01,5.806383268489788E-01,-5.855292319163578E-01,3.485564553624171E-01,
5.700045250000000E+08,-4.628478961615783E-01,5.169709102742005E-01,4.057895355845695E-01,5.177922769699775E-01,4.484741536707318E-01,4.836602411327732E-01,-4.864008679178603E-01,4.883759883483107E-01,
6.000045000000000E+08,-3.094885563928742E-01,6.151320683993308E-01,5.142049861950336E-01,4.123662285367817E-01,5.716040280499290E-01,3.302491282321732E-01,-3.869589514581580E-01,5.754178527090680E-01,
6.300044750000000E+08,-1.735046021262371E-01,6.438843330164240E-01,6.323925615581967E-01,2.486132243332220E-01,6.320221128364348E-01,2.521370859338338E-01,-1.707325112472051E-01,6.462118663747710E-01,
6.600044500000000E+08,-1.078780094942218E-02,6.155566453090852E-01,7.156972246437199E-01,6.879596195625193E-02,7.180624489191484E-01,7.015505110484563E-02,-3.955128129467529E-03,6.152198508675726E-01,
6.900044250000000E+08,1.253686609419597E-01,5.016843622164889E-01,7.595149129531530E-01,-1.684617154698010E-01,7.566991787877591E-01,-1.756208968584447E-01,1.422874560401675E-01,4.994274720960902E-01,
7.200044000000000E+08,1.761792623936023E-01,3.215726328045859E-01,7.073285664307812E-01,-4.566572676706893E-01,7.030910749697229E-01,-4.848086482874380E-01,1.945437715911487E-01,3.021154726389385E-01,
7.500043750000000E+08,7.012693514515350E-02,1.194824092188278E-01,4.860440119045430E-01,-7.318310265854645E-01,4.112485690568011E-01,-7.882623387854603E-01,6.278629690574211E-02,1.089171468289592E-01,
7.800043500000000E+08,-1.849350629927455E-01,1.168323828906880E-01,6.350319251741976E-02,-8.527341073832442E-01,1.867419330873610E-02,-8.592726075568075E-01,-1.942607279060097E-01,9.212815493315300E-02,
8.100043250000000E+08,-3.434774435801766E-01,3.272652303676031E-01,-2.954441610825581E-01,-6.964383179783997E-01,-3.181327183249175E-01,-6.846383241420928E-01,-3.547515595912851E-01,3.108558301403378E-01,
8.400043000000000E+08,-3.056590802634586E-01,5.750005477617451E-01,-4.601340494649696E-01,-4.357167007690121E-01,-4.700014451446464E-01,-4.374660585531784E-01,-3.056488259079389E-01,5.735961475831872E-01,
8.700042750000000E+08,-1.409654206754202E-01,7.442987516756571E-01,-4.802562948278155E-01,-2.138704887704674E-01,-5.014752551273657E-01,-2.042928323314663E-01,-1.347234781262824E-01,7.440483205667590E-01,
9.000042500000000E+08,8.285470118941435E-02,8.190689136931156E-01,-4.434157606600311E-01,-6.072042854262677E-02,-4.536748502149652E-01,-4.320654942352697E-02,7.156127924167768E-02,8.084276170469145E-01,
9.300042250000000E+08,3.071379535030405E-01,8.006937903112155E-01,-3.953780832838683E-01,5.122784162842680E-02,-4.100336225563513E-01,7.005298091185387E-02,2.903494779543578E-01,7.896922051514575E-01,
9.600042000000000E+08,5.212630697751376E-01,7.014233061197424E-01,-3.398471652363921E-01,1.413357514312335E-01,-3.352598896743675E-01,1.802668957709301E-01,4.815166439701073E-01,7.011571089680847E-01,
9.900041750000000E+08,6.884064245054892E-01,5.356570333409121E-01,-2.756197343158827E-01,2.285107672598221E-01,-2.527905659704776E-01,2.409691389785901E-01,6.510045122279547E-01,5.590563155023808E-01,
1.020004150000000E+09,7.991733507801223E-01,3.191796800492364E-01,-1.843064550542853E-01,3.049460347530027E-01,-1.783763393099296E-01,2.988301693726516E-01,7.898353820986563E-01,3.307817233248183E-01,
1.050004125000000E+09,8.371729731355442E-01,3.863983023732427E-02,-6.279280766282630E-02,3.508394077561455E-01,-5.994005654624132E-02,3.480894649900040E-01,8.342252558811086E-01,4.822138094343329E-02,
1.080004100000000E+09,7.479319679953119E-01,-2.845405323881300E-01,8.507810277283155E-02,3.512423060838068E-01,8.491384414818517E-02,3.514264782545020E-01,7.516815287317830E-01,-2.602218905660367E-01,
1.110004075000000E+09,4.752460798834019E-01,-5.768160981858570E-01,2.454197912228700E-01,2.745302420944821E-01,2.554403131585590E-01,2.722130639787189E-01,5.001496568245974E-01,-5.510943045512928E-01,
1.140004050000000E+09,2.189102446434952E-02,-6.936043593781904E-01,3.501416314554780E-01,8.240681065036230E-02,3.515533333138869E-01,8.028652137114373E-02,5.573794769715858E-02,-6.996376415296188E-01,
1.170004025000000E+09,-4.724046221369904E-01,-4.942632378798547E-01,2.755884442307284E-01,-1.410288510925521E-01,2.792924532292944E-01,-1.497085925957862E-01,-4.463340836569885E-01,-5.286445024342530E-01,
1.200004000000000E+09,-7.318624520924339E-01,-8.551558265025119E-03,8.367470598113035E-02,-2.048973126398038E-01,8.184177606799369E-02,-2.047718439203619E-01,-7.305044435196879E-01,-5.010208668045094E-02,
1.230003975000000E+09,-6.388763055743677E-01,4.786286950074851E-01,-2.944403763347838E-02,-1.326835464973785E-01,-3.194142503173220E-02,-1.420560277001179E-01,-6.503194786054438E-01,4.619175599851426E-01,
1.260003950000000E+09,-3.556033647377470E-01,7.723875310395346E-01,-4.974041118232684E-02,-6.147471175438984E-02,-5.778255662204825E-02,-5.937021742588162E-02,-3.653331209572641E-01,7.707611132342822E-01,
1.290003925000000E+09,-2.792275122930625E-02,8.944027740498305E-01,-4.075307130187926E-02,-2.352677868198411E-02,-4.160572967436290E-02,-2.092476382061546E-02,-5.862677677190110E-02,8.850180037196259E-01,
1.320003900000000E+09,2.475964407622759E-01,8.835619238583209E-01,-2.832943940560022E-02,-5.559483706441947E-03,-2.877769432595328E-02,-4.302275859997070E-03,2.424406109414524E-01,8.816230496357339E-01,
1.350003875000000E+09,4.655099085259886E-01,8.079799719121025E-01,-1.763276362583344E-02,1.750209528808287E-03,-1.676833255800862E-02,2.605249382390897E-03,4.758050957312460E-01,8.030131911880530E-01,
1.380003850000000E+09,6.372650720944298E-01,6.964611016469539E-01,-1.021091638506849E-02,3.675916322166111E-03,-9.521977416500854E-03,3.437152929377420E-03,6.487969453822359E-01,6.872225312985084E-01,
1.410003825000000E+09,7.672778958080765E-01,5.645826365428214E-01,-5.764469727214659E-03,3.544668523987546E-03,-5.584363112307326E-03,3.245869829150442E-03,7.785411036248383E-01,5.483725153365377E-01,
1.440003800000000E+09,8.601956474496852E-01,4.225694741336977E-01,-3.159732653455364E-03,2.808914917541978E-03,-3.139893865445498E-03,2.668590256256039E-03,8.732333969447870E-01,3.939709533205081E-01,
1.470003775000000E+09,9.216248431422916E-01,2.758171569732227E-01,-1.763146845030293E-03,2.059996128870718E-03,-1.739076416232933E-03,2.035977309006326E-03,9.309276572198204E-01,2.433051236579777E-01,
1.500003750000000E+09,9.549521615898379E-01,1.289035878124650E-01,-9.903858330898010E-04,1.435227401079054E-03,-9.008477475246666E-04,1.383614911018400E-03,9.597165277385975E-01,1.021102362596114E-01,
1.530003725000000E+09,9.636184168489521E-01,-1.557609493890766E-02,-5.551733230809694E-04,1.000937356663993E-03,-5.214862297589928E-04,9.312419765911776E-04,9.644753129642645E-01,-4.630689912518255E-02,
1.560003700000000E+09,9.510381706500394E-01,-1.558588354110556E-01,-2.974537967440734E-04,6.726961600455218E-04,-3.231803685385523E-04,6.667056962203849E-04,9.446802463978627E-01,-1.933353504079312E-01,
1.590003675000000E+09,9.183553788854875E-01,-2.903019658333288E-01,-2.168342145317620E-04,4.224161952668987E-04,-1.834225819786529E-04,3.954943266114834E-04,9.097026704404207E-01,-3.230919051262050E-01,
1.620003650000000E+09,8.674647864148058E-01,-4.171508770367230E-01,-1.716877227318767E-04,2.812239977564061E-04,-1.898169340492837E-04,2.092443770311675E-04,8.553276504028902E-01,-4.439229224345950E-01,
1.650003625000000E+09,7.996670170034049E-01,-5.347124685141733E-01,-1.929242019933884E-04,2.226210085224017E-04,-1.873238079993010E-04,1.816372052888358E-04,7.789312926032914E-01,-5.610328662438507E-01,
1.680003600000000E+09,7.165623423712705E-01,-6.407047080556627E-01,-2.230528542660801E-04,1.816205699251296E-04,-2.295225002475056E-04,1.480674902051351E-04,6.923353825587477E-01,-6.668762551738944E-01,
1.710003575000000E+09,6.196704076038121E-01,-7.331459976858066E-01,-2.280431232871917E-04,2.146084392679485E-04,-2.657383545788813E-04,2.023460765327500E-04,5.976961986898262E-01,-7.492918080237518E-01,
1.740003550000000E+09,5.107608732097261E-01,-8.098829457255068E-01,-2.474127507503185E-04,2.525666164661313E-04,-2.282200359572254E-04,2.319175495212971E-04,4.917409749389740E-01,-8.145074350030600E-01,
1.770003525000000E+09,3.921103550364748E-01,-8.692526321542535E-01,-1.739527429235865E-04,2.747605327320372E-04,-2.383397485899538E-04,2.551541100481063E-04,3.692641121835434E-01,-8.748792603537370E-01,
1.800003500000000E+09,2.671748471577918E-01,-9.102042804646285E-01,-1.899390244435424E-04,3.651887106491953E-04,-1.999581858076183E-04,3.016771998507241E-04,2.391671443944471E-01,-9.169151908527140E-01,
1.830003475000000E+09,1.378216824042650E-01,-9.327186942598363E-01,-9.127265860549157E-05,3.539552770674447E-04,-1.410952884825095E-04,3.470600491985863E-04,1.180294945108337E-01,-9.335853349132438E-01,
1.860003450000000E+09,5.376021209652978E-03,-9.372429120938575E-01,-5.622563763703529E-05,4.005163735501302E-04,-6.784860790932790E-05,3.542948660987734E-04,-8.303444557417789E-03,-9.364047092376020E-01,
1.890003425000000E+09,-1.277190017716006E-01,-9.230508147535438E-01,-3.339765927702416E-05,3.872703731831486E-04,-4.635964847997728E-05,4.049711122581960E-04,-1.455374611195263E-01,-9.216605196511617E-01,
1.920003400000000E+09,-2.593268841176461E-01,-8.897723640453237E-01,4.156375687124447E-05,3.899010011479959E-04,3.138987472414387E-05,4.371362435142504E-04,-2.701454448145342E-01,-8.882754110133367E-01,
1.950003375000000E+09,-3.863208983558073E-01,-8.370927926863622E-01,9.158787632871893E-05,4.573321829083146E-04,1.456739122680030E-04,4.914229813408234E-04,-3.826171201152770E-01,-8.410903645130730E-01,
1.980003350000000E+09,-5.048986343630099E-01,-7.658012542940617E-01,2.529160619845952E-04,4.379792961628108E-04,2.176285835482468E-04,4.417965401117961E-04,-4.953314514434888E-01,-7.725179509655848E-01,
2.010003325000000E+09,-6.116871421686847E-01,-6.774695247060719E-01,3.088216294203230E-04,4.362930908988655E-04,3.673640435518479E-04,4.891574304840672E-04,-6.038061367758133E-01,-6.854684042915330E-01,
2.040003300000000E+09,-7.033194884767658E-01,-5.739428499937377E-01,4.103204864323762E-04,2.926338817492295E-04,4.930645853080285E-04,3.222734302012694E-04,-6.961738402682511E-01,-5.860999544253240E-01,
2.070003275000000E+09,-7.780502499459305E-01,-4.582551364370248E-01,4.554013623588989E-04,2.050512788466993E-04,5.160256703591595E-04,1.477552052066232E-04,-7.664822760966327E-01,-4.773852122524270E-01,
2.100003250000000E+09,-8.346978537270927E-01,-3.327770702396599E-01,4.906109042923731E-04,7.351103170483378E-05,5.422165266145149E-04,8.923503719451707E-05,-8.248341808830376E-01,-3.589445320655944E-01,
2.130003225000000E+09,-8.716871601883240E-01,-2.010621759731612E-01,3.814978512596998E-04,1.734206900601640E-05,4.493581358416402E-04,-7.176400429306616E-05,-8.691633002195759E-01,-2.266251611546027E-01,
2.160003200000000E+09,-8.882098879237599E-01,-6.466593657301069E-02,3.683461761480743E-04,-3.215394640652334E-05,3.979386720594788E-04,-6.171006110347309E-05,-8.872491397141348E-01,-9.378854082755973E-02,
2.190003175000000E+09,-8.837705423048711E-01,7.306094575018734E-02,2.893619056439634E-04,-2.255346536340003E-05,3.417353101696573E-04,-5.282913179047638E-05,-8.863164772109128E-01,3.633728821729610E-02,
2.220003150000000E+09,-8.583492594228120E-01,2.095841827973108E-01,3.979085751182886E-04,8.156867129964547E-06,3.522665475800201E-04,2.753428793309662E-05,-8.671107996721505E-01,1.777104237279692E-01,
2.250003125000000E+09,-8.117476561991965E-01,3.421491959722057E-01,4.117338531527369E-04,-1.240766527354360E-05,4.167772070096617E-04,-5.671938305614308E-05,-8.235054995872569E-01,3.200280997824201E-01,
2.280003100000000E+09,-7.445663397744255E-01,4.668098551613616E-01,3.894811204801702E-04,3.654723510933879E-06,4.144986232992108E-04,-4.470171672960627E-06,-7.601195850972809E-01,4.438596705680065E-01,
2.310003075000000E+09,-6.575340570140560E-01,5.801586066954255E-01,6.223270232229976E-04,-6.195301674422800E-05,5.391084637400937E-04,-6.116874250957952E-05,-6.792252858087652E-01,5.548377797962178E-01,
2.340003050000000E+09,-5.518856505946341E-01,6.785372428963881E-01,5.943665339135491E-04,-1.788014671039023E-04,6.195659004330928E-04,-1.462693724603611E-04,-5.748673152772692E-01,6.615811134007317E-01,
2.370003025000000E+09,-4.294653239096047E-01,7.600537995211643E-01,6.987474286244489E-04,-2.136612831812691E-04,7.804980479847288E-04,-2.164859957070814E-04,-4.531678465335670E-01,7.521907038513477E-01,
2.400003000000000E+09,-2.919265617042620E-01,8.208139010086202E-01,1.097107531249108E-03,-3.719550393756258E-04,1.097792943251154E-03,-5.606422104112791E-04,-3.211346176284635E-01,8.144971269942003E-01,
2.430002975000000E+09,-1.424004458301897E-01,8.572666695491733E-01,1.316933521003481E-03,-6.326829365519009E-04,1.161571300003434E-03,-6.974837688383665E-04,-1.692790186335980E-01,8.520471921005921E-01,
2.460002950000000E+09,1.733506255905164E-02,8.660043651996977E-01,1.780383406288294E-03,-1.152785153442936E-03,1.708084258026089E-03,-1.256834738741926E-03,5.744543275653903E-03,8.657689839366189E-01,
2.490002925000000E+09,1.834187972769503E-01,8.422324307730812E-01,1.779750115065181E-03,-2.556301000932255E-03,1.478520133715007E-03,-2.584944999516753E-03,1.816651581307112E-01,8.461011660444202E-01,
2.520002900000000E+09,3.513587278150596E-01,7.813982608243865E-01,1.455305265234169E-03,-3.731209458106124E-03,1.011279207889937E-03,-3.241471752067866E-03,3.483989496316648E-01,7.841542389908526E-01,
2.550002875000000E+09,5.129733008275021E-01,6.763791736114586E-01,7.101575895029224E-04,-4.524451768270720E-03,9.127747075139875E-04,-3.918310199553609E-03,5.146562875586416E-01,6.702950039380263E-01,
2.580002850000000E+09,6.559290424138285E-01,5.190115415499631E-01,7.246578459440037E-04,-5.873257550814777E-03,9.744791246995527E-04,-5.656736081333152E-03,6.685893612375997E-01,4.990427880013530E-01,
2.610002825000000E+09,7.571933052730956E-01,3.026367271204344E-01,-3.534447038238174E-04,-1.004581185090492E-02,-8.632581695573727E-05,-9.576026365763610E-03,7.650001041318092E-01,2.765190293887821E-01,
2.640002800000000E+09,7.817317997357163E-01,3.337139612507228E-02,-5.595530207796110E-03,-1.448257623436995E-02,-4.344287146047094E-03,-1.407457557890029E-02,7.757729252437308E-01,6.362931850121389E-03,
2.670002775000000E+09,6.875367609697914E-01,-2.609101122527795E-01,-1.453060967656006E-02,-1.827268073312456E-02,-1.284504096791636E-02,-1.955969523789040E-02,6.685488528091442E-01,-2.999251758129853E-01,
2.700002750000000E+09,4.385691692990387E-01,-5.100759877122836E-01,-3.177834787424063E-02,-1.583296203076421E-02,-3.171835797556195E-02,-1.756487912703394E-02,4.164062978712765E-01,-5.427118625509256E-01,
2.730002725000000E+09,7.424418937909236E-02,-6.053138587147139E-01,-4.757710762990663E-02,8.620274283207701E-04,-4.713786140126628E-02,-1.597502156428527E-03,6.048289699321493E-02,-6.280637988313855E-01,
2.760002700000000E+09,-2.989675052090940E-01,-4.982075543263862E-01,-5.333104536158401E-02,3.130481823773723E-02,-6.049152424271620E-02,3.011798623629466E-02,-3.220504681688406E-01,-5.120074132014686E-01,
2.790002675000000E+09,-5.475895787629480E-01,-2.168897122389868E-01,-3.479309225917850E-02,6.117847396266229E-02,-3.326756008309859E-02,7.041167193444593E-02,-5.680150264560686E-01,-2.362927496084480E-01,
2.820002650000000E+09,-6.165142934967981E-01,1.211497342080410E-01,-8.813300548980085E-03,7.530580616224436E-02,-2.257455958017862E-03,7.510222353809581E-02,-6.408412888624614E-01,8.455378331032802E-02,
2.850002625000000E+09,-5.274194521963107E-01,4.152822507580717E-01,2.434389817458813E-02,7.794781810478985E-02,2.761323634139980E-02,7.834149086921291E-02,-5.665883703581517E-01,3.871459609608467E-01,
2.880002600000000E+09,-3.578075191816164E-01,6.183195172972527E-01,5.078406173487698E-02,6.630129472488644E-02,5.596969813141181E-02,5.926635337199317E-02,-4.138816375699595E-01,6.080432177912461E-01,
2.910002575000000E+09,-1.562876737383298E-01,7.336924254407229E-01,7.257416809875288E-02,5.037379560791402E-02,6.727198633714723E-02,4.078328533827631E-02,-2.186794600017746E-01,7.326843326476483E-01,
2.940002550000000E+09,4.273835301625387E-02,7.766909932195774E-01,8.723540942969625E-02,2.792061918156022E-02,7.989485267080940E-02,2.745174923514624E-02,-4.770261584814874E-03,7.818567450013184E-01,
2.970002525000000E+09,2.255073660625780E-01,7.690076250350705E-01,9.484311304478080E-02,5.596458223520089E-03,9.159182316375993E-02,5.321112391178027E-03,2.072634687688961E-01,7.812591283676757E-01,
3.000002500000000E+09,3.889429394447474E-01,7.198450744715801E-01,1.011713663725729E-01,-1.700706726126160E-02,9.378721463707525E-02,-1.727897560534832E-02,3.782798599469749E-01,7.345835223782244E-01,
3.030002475000000E+09,5.250798601153609E-01,6.420364629313113E-01,1.074283913992004E-01,-4.328791897949376E-02,9.551553247966002E-02,-3.629396307395537E-02,5.092627745009014E-01,6.519927956460593E-01,
3.060002450000000E+09,6.407476348384452E-01,5.413311837147268E-01,1.087464299777184E-01,-7.611152963439682E-02,1.044703821753887E-01,-5.854134852829533E-02,6.366942248816964E-01,5.361493837622849E-01,
3.090002425000000E+09,7.293291627331113E-01,4.173801592464252E-01,1.000991264029227E-01,-1.145892314034194E-01,1.065145291101697E-01,-1.041197040330459E-01,7.343287920314564E-01,4.001689998379783E-01,
3.120002400000000E+09,7.870425478539508E-01,2.766034307216423E-01,8.216311950417128E-02,-1.567357940400656E-01,8.332259536529578E-02,-1.432764080924932E-01,7.842417607757528E-01,2.606011981882574E-01,
3.150002375000000E+09,8.065070422990419E-01,1.188543138453667E-01,5.076029119500819E-02,-2.109536249557931E-01,7.170424263285895E-02,-1.816781964591312E-01,7.941969199811066E-01,9.743335958433121E-02,
3.180002350000000E+09,7.684970390719157E-01,-4.152760335532237E-02,-1.448899028535088E-02,-2.694964260773587E-01,3.109720167875915E-02,-2.756480205565178E-01,7.521080741581326E-01,-7.650982041257511E-02,
3.210002325000000E+09,6.738363747543091E-01,-1.711870292620502E-01,-1.201274473397682E-01,-3.068353912020381E-01,-1.085494513145957E-01,-3.268115237177717E-01,6.540207898896723E-01,-2.029693575602561E-01,
3.240002300000000E+09,5.187828751140959E-01,-2.459654377544160E-01,-2.815466984173715E-01,-3.097474442034123E-01,-2.631957988468558E-01,-3.233674422405435E-01,4.943643974911889E-01,-2.611611589470043E-01,
3.270002275000000E+09,3.680802041871379E-01,-1.754545435637895E-01,-4.826233617380425E-01,-1.749796283268757E-01,-4.694928526734073E-01,-2.119532853663681E-01,3.357314623801814E-01,-1.834049828412558E-01,
3.300002250000000E+09,3.739006843039504E-01,-3.338213915929746E-02,-5.498691355518308E-01,9.583802029452085E-02,-5.534814156454010E-01,5.903490452165819E-02,3.513528880454120E-01,-5.080243812424504E-02,
3.330002225000000E+09,4.985358035920551E-01,3.950620302948116E-04,-4.311708026038393E-01,3.225754934600605E-01,-4.492083306027246E-01,2.952052366537024E-01,4.927909318595331E-01,-3.544930601273625E-02,
3.360002200000000E+09,5.995893017420620E-01,-7.990505411005434E-02,-2.541383651041049E-01,4.296587927430432E-01,-2.785707326421971E-01,4.063586579098326E-01,5.869598270599105E-01,-1.191461869090203E-01,
3.390002175000000E+09,6.313459669178938E-01,-2.097645731302661E-01,-9.050530671661491E-02,4.601942178728641E-01,-1.414764918743722E-01,4.365043928642347E-01,5.944184316914541E-01,-2.476570551838094E-01,
3.420002150000000E+09,6.068653664714986E-01,-3.305073655612479E-01,4.234742712785346E-02,4.366708374816776E-01,-2.475808998993019E-02,4.580716834786146E-01,5.481158173519953E-01,-3.802401104382173E-01,
3.450002125000000E+09,5.493933541999941E-01,-4.590164674699410E-01,1.305045429533290E-01,4.053972615373411E-01,1.085946546376096E-01,4.538562974916565E-01,4.829960035876893E-01,-5.082630608739587E-01,
3.480002100000000E+09,4.308346070968726E-01,-5.646880522164792E-01,2.252806546431208E-01,3.727077939438219E-01,2.171368615666721E-01,4.046649837280476E-01,3.643649802592549E-01,-5.884183799838556E-01,
3.510002075000000E+09,2.787214571955994E-01,-6.222394956401291E-01,3.328806272996461E-01,3.184728473928978E-01,3.231618173934847E-01,3.798726873191864E-01,2.000151431972006E-01,-6.272498990508154E-01,
3.540002050000000E+09,1.134287330696402E-01,-6.290735318813807E-01,4.375385740364344E-01,2.253128401522694E-01,4.862506796386196E-01,2.821308429962832E-01,2.448068561849196E-02,-6.238718226451367E-01,
3.570002025000000E+09,-5.072081048156903E-02,-5.798496808035764E-01,5.127983715457319E-01,9.621353656750432E-02,5.601418695621466E-01,9.806397086985913E-02,-1.175661861352015E-01,-5.633570016524434E-01,
3.600002000000000E+09,-1.892580434373583E-01,-4.728099798805306E-01,5.459780393942597E-01,-6.311641953129413E-02,5.765320820446618E-01,-6.645879133925671E-02,-2.312621417691069E-01,-4.447971097812455E-01,
3.630001975000000E+09,-2.772130525220304E-01,-3.273225012083509E-01,5.183839142705460E-01,-2.432974562200406E-01,5.691250453163144E-01,-2.680153029466402E-01,-3.178755750476568E-01,-2.921358167475824E-01,
3.660001950000000E+09,-3.109549018823469E-01,-1.665188072702242E-01,4.232951467573652E-01,-4.127196827573367E-01,4.334701713378059E-01,-4.778352084719937E-01,-3.510058035379275E-01,-1.515053865610568E-01,
3.690001925000000E+09,-2.875268420510457E-01,-9.791593946180208E-03,2.678894066785886E-01,-5.479088545332683E-01,2.299505074583251E-01,-5.706248249531378E-01,-3.198674437902026E-01,-2.634037190957906E-02,
3.720001900000000E+09,-2.220360735316508E-01,1.198701586301878E-01,5.623298212575104E-02,-6.086832768513808E-01,3.720956561261964E-02,-5.976068501420165E-01,-2.452153431278536E-01,9.833201845956609E-02,
3.750001875000000E+09,-1.222996628959687E-01,2.126788254404176E-01,-1.371632557466253E-01,-5.574078688506198E-01,-1.564445637065318E-01,-5.408965067638114E-01,-1.690626932009280E-01,1.886238074334135E-01,
3.780001850000000E+09,-5.085060502215510E-02,2.664801889265362E-01,-2.728530370603487E-01,-4.953164087634180E-01,-2.771013736294308E-01,-4.533927766178544E-01,-1.381799814828617E-01,2.772240988704028E-01,
3.810001825000000E+09,5.068558463290142E-02,3.532162977559744E-01,-4.228120123421372E-01,-3.778806475788822E-01,-3.841482668939237E-01,-3.538306953911127E-01,-2.846048336815367E-02,3.653587452605944E-01,
3.840001800000000E+09,1.956440562691030E-01,3.973029572726534E-01,-5.025319912214720E-01,-2.018077280517030E-01,-4.676005602746577E-01,-2.048710286315735E-01,1.423854054712581E-01,4.171335760154903E-01,
3.870001775000000E+09,3.480384389460123E-01,3.942659216799022E-01,-5.065408403866923E-01,-3.249955967620798E-02,-4.594607962353256E-01,-4.262980173869664E-02,3.153930395854693E-01,4.221032055904945E-01,
3.900001750000000E+09,4.956786582576206E-01,3.499397342733279E-01,-4.604290094167684E-01,1.041333982087685E-01,-4.116983212033157E-01,6.709950241436699E-02,4.582952841804507E-01,3.639893988908762E-01,
3.930001725000000E+09,6.307351712305537E-01,2.720673131630905E-01,-3.784802306494969E-01,2.095403817831428E-01,-3.537798103516473E-01,1.431441303631513E-01,5.890873224480608E-01,2.422514741280581E-01,
